uid,total_contributions,p_creation,p_modification,p_delete,p_is_used,p_is_edited,p_is_deleted,nbWeeks,focalisation,lonMin,latMin,lonMax,latMax,area_mean_chgst,area_stuhr_bbox
0,1,1.0,0.0,0.0,0.0,1.0,0.0,1,0.0,8.0306112,53.0044,8.8522612,53.44257,6.469948852332119E9,4.137817205930928E8
3585,2,0.0,1.0,0.0,0.0,0.5,0.5,1,4.626017536814234E-6,-83.8415948,-33.9500963,28.6760505,63.8364066,8.944663899351512E13,4.137817205930928E8
98821,1,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,-180.0,-57.0688329,180.0,69.4617532,0.0,4.137817205930928E8
327683,29,0.27586206896551724,0.6551724137931034,0.06896551724137931,0.00980392156862745,0.9655172413793104,1.0,1,1.0,8.7416173,53.0488869,8.7436806,53.0506302,75451.69954636788,4.137817205930928E8
252932,1,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,8.8149816,53.0402593,8.8168397,53.0411788,28996.871418191575,4.137817205930928E8
38919,3,0.0,1.0,0.0,0.0,0.6666666666666667,1.0,1,2.935295632273988E-4,5.6032822,47.2008687,15.0379635,55.0865994,1.4096764770250212E12,4.137817205930928E8
25608,4,0.25,0.75,0.0,0.03431372549019608,1.0,1.0,1,1.0,8.6806621,53.0266036,8.7129067,53.0453537,1.1099112557461664E7,4.137817205930928E8
300556,1,1.0,0.0,0.0,0.0,1.0,0.0,1,0.7336938501609059,8.7198102,53.0513114,8.7320868,53.0587286,1696574.9102011744,4.137817205930928E8
59402,1,0.0,1.0,0.0,0.0,0.0,1.0,1,0.6515411330120534,8.7325947,53.0528101,8.7575307,53.0633827,4135083.995154714,4.137817205930928E8
1420318,9011,0.8016868272111863,0.11896570857840418,0.0793474642104095,0.3284313725490196,0.9977804905115969,0.9991121962046388,48,0.01765769476579689,8.4200261882353,52.08793471764707,9.258214781372557,53.2528071617647,2.343350737915074E10,4.137817205930928E8
2315816,3,0.0,1.0,0.0,0.0,1.0,1.0,1,0.19601520403350137,8.8030385,52.9710099,8.9287157,53.0368105,1.437439413797486E8,4.137817205930928E8
2344498,2,0.0,1.0,0.0,0.0,1.0,1.0,1,0.10787220986465615,7.3860197,52.8219351,8.9641859,53.0777944,1.4568373307160678E9,4.137817205930928E8
389655,212,0.5424528301886793,0.3632075471698113,0.09433962264150944,0.014705882352941176,0.9669811320754716,0.9811320754716981,3,1.0,8.744207216666668,53.045208499999994,8.748687566666668,53.04824479999999,264617.53688961215,4.137817205930928E8
2380336,2,0.0,1.0,0.0,0.0,0.5,1.0,1,0.002732419294790223,7.6771746,52.1198811,11.0846102,54.4418237,1.5143419656786615E11,4.137817205930928E8
1206790,4,0.5,0.5,0.0,0.0,0.75,0.75,3,1.0,8.804019333333333,53.03600170000001,8.8118374,53.04463736666667,1534408.3975029245,4.137817205930928E8
81431,155,0.9032258064516129,0.0967741935483871,0.0,0.024509803921568627,0.9419354838709677,0.9870967741935484,1,1.0,8.793860566666666,53.05092668888889,8.797596466666668,53.05279532222223,119259.46818633375,4.137817205930928E8
