"source";"target";"weight"
"1240960";"2871296";"2.0"
"2998482";"2871296";"1.0"
"3715322";"217578";"1.0"
"2880292";"2114591";"5.0"
"3569360";"408393";"2.0"
"75499";"1197054";"2.0"
"3415798";"145342";"1.0"
"4803638";"2866415";"3.0"
"348055";"2862697";"5.0"
"2998482";"474133";"3.0"
"4803595";"827919";"13.0"
"574565";"578473";"152.0"
"2998482";"348055";"2.0"
"2998482";"2516598";"2.0"
"2631846";"2862697";"8.0"
"154398";"864704";"1.0"
"4803595";"2875418";"1.0"
"3569360";"2870546";"1.0"
"172172";"2047367";"2.0"
"2998482";"2899024";"11.0"
"3346954";"2870700";"9.0"
"198696";"2201189";"1.0"
"482045";"2899024";"3.0"
"456224";"2878078";"1.0"
"4803623";"2862562";"1.0"
"2909744";"16706";"14.0"
"2998482";"1850841";"10.0"
"198696";"1700207";"7.0"
"524942";"4222";"1.0"
"3573327";"2865995";"4.0"
"4803639";"1850841";"1.0"
"1240960";"2869551";"1.0"
"497960";"4223276";"2.0"
"524942";"1044059";"42.0"
"4326573";"217578";"4.0"
"3416974";"283148";"4.0"
"3416974";"1240960";"1.0"
"402696";"500683";"1.0"
"2998482";"500683";"12.0"
"4803637";"1197054";"3.0"
"2175759";"283148";"1.0"
"172172";"578473";"15.0"
"338722";"578473";"1.0"
"172172";"2893039";"1.0"
"91601";"2893039";"1.0"
"338722";"2175759";"1.0"
"1290410";"781165";"5.0"
"2897784";"1844099";"10.0"
"1239277";"1844099";"4.0"
"4326573";"1044059";"10.0"
"2595397";"781165";"1.0"
"1283544";"338722";"14.0"
"1240960";"2883247";"15.0"
"219779";"2875258";"2.0"
"1068331";"2886811";"6.0"
"497960";"4457928";"1.0"
"91601";"2516598";"1.0"
"2862758";"2871136";"8.0"
"4803636";"2321125";"1.0"
"4803595";"2321125";"1.0"
"1240960";"826176";"1.0"
"1414923";"2631846";"6.0"
"2897784";"217578";"12.0"
"1239277";"217578";"11.0"
"2998482";"2328718";"18.0"
"2998482";"2884181";"1.0"
"4813963";"91601";"1.0"
"4326573";"996901";"9.0"
"2248393";"14145";"1.0"
"3349715";"217578";"6.0"
"4803595";"419225";"2.0"
"2998482";"2983284";"2.0"
"219779";"1716255";"1.0"
"2875365";"2866186";"10.0"
"2875258";"672777";"19.0"
"2698148";"2103363";"2.0"
"1041755";"781165";"10.0"
"1414923";"709400";"1.0"
"3769699";"217578";"1.0"
"864704";"2169647";"3.0"
"1240960";"338722";"13.0"
"198696";"2864203";"5.0"
"3415798";"2876623";"8.0"
"2883160";"237056";"1.0"
"574565";"350075";"19.0"
"2098268";"1794989";"5.0"
"2866000";"6085";"7.0"
"574565";"827919";"7.0"
"4326573";"2439277";"19.0"
"172172";"2883112";"11.0"
"2377488";"1910253";"2.0"
"1799405";"1794989";"6.0"
"3268514";"350075";"4.0"
"1041755";"2749811";"5.0"
"172172";"2861330";"20.0"
"2582702";"1903670";"4.0"
"4803637";"2909744";"10.0"
"2998482";"2689629";"2.0"
"3769699";"338722";"5.0"
"2843884";"338722";"6.0"
"75499";"588755";"1.0"
"3415798";"217578";"2.0"
"2935228";"217578";"2.0"
"4803637";"338722";"1.0"
"1414923";"62734";"5.0"
"2254710";"217578";"1.0"
